,Tweet,Suicide,clean_text
207,@MatthewTurnbull is that me? tony price is on here too as is fab,Not Suicide post,tony price fab
208,Hey Mariedees! Welcome to our Twitter feed! G'mornin' to ya!,Not Suicide post,hey mariedees welcome twitter feed g mornin ya
209,@TradingGoddess wow that was an experience you don't need to see repeated again glad he is ok.,Not Suicide post,wow experience need see repeated glad ok
210,embedding a google calendar into a site is actually seriously easy,Not Suicide post,embedding google calendar site actually seriously easy
211,I die a little inside when I see an old person eating alone at a restaurant.,Potential Suicide post ,die little inside see old person eating alone restaurant
212,I hate repeating myself dawg. like damn.,Potential Suicide post ,hate repeating dawg like damn
213,running out of option it physically hurts to breathe i have no dream or goal or ambition or motivation i am tried of it all i have been to hospital er psyche ward therapist difference medications my girlfriend the only person i really loved who wasnt family wants to just go do drugs and drink or whatever the fuck leaving me here with nothing so i cant at least just talk to her any more about how i feel it hurts it hurts so much so much pain and why i dont know why was i born to suffer like this if god is real he wants me dead and i do too,Potential Suicide post ,running option physically hurts breathe dream goal ambition motivation tried hospital er psyche ward therapist difference medications girlfriend person really loved wasnt family wants go drugs drink whatever fuck leaving nothing cant least talk feel hurts hurts much much pain dont know born suffer like god real wants dead
214,1300 words...,Not Suicide post,1300 words
215,"@__TheRealSkp,Barcelona, Spain,RT @kbdoll2_: Even though WE DONT WANT too, we know that we have too believe that youâre not here anymore and we know that we have to be stâ¦",Potential Suicide post ,barcelona spain rt even though dont want know believe youâ anymore know stâ
216,@theshortestfuse that is so cool...good to hear...thanks for sharing!,Not Suicide post,cool good hear thanks sharing
217,@JacksonWang852 debuted on this week's Billboard Social 50 at #33!,Not Suicide post,debuted week billboard social 50 33
218,@julouille3 Let me hate myself god fucking damn it,Potential Suicide post ,let hate god fucking damn
219,@Woth2982 @DDsBoston @Bostongrlkayte it is going to be sunny and 11 Celcius Friday and sunny and 15 Saturday sweet,Not Suicide post,going sunny 11 celcius friday sunny 15 saturday sweet
220,@IanAspin I second to that Ian - thank you,Not Suicide post,second ian thank
221,In reality social media donât care about a mans mental health or donât want to speak on it until heâs dead lets be real,Potential Suicide post ,reality social media donâ care mans mental health donâ want speak heâ dead lets real
222,Not everything is gold.,Not Suicide post,everything gold
223,Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post ,became hot persistent days resting heavily tired flowers
224,@LessIsMoh @LaVendrickS We used to have one. But keeping a live wild animal in a cage surrounded by screaming drunkâ¦ https://t.co/swOCDlRqWC,Potential Suicide post ,used one keeping live wild animal cage surrounded screaming drunkâ
225,IM SO TIRED OF EVERYTHING CAN I DIE,Potential Suicide post ,im tired everything die
226,still listening to some great music I got yesterday. amber pacific is awesome!!,Not Suicide post,still listening great music got yesterday amber pacific awesome
227,Going to day care! Get to see hannah! This should be a good day. I hope so anyway.,Not Suicide post,going day care get see hannah good day hope anyway
228,@vindiekins I almost feel bad for my next post. Almost.,Not Suicide post,almost feel bad next post almost
229,@LadyParadis Thanks. It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,Not Suicide post,thanks certainly better midday yesterday one point walking around like kryten red dwarf
230,@cyberpreneur welcome to the &quot;twittersphere&quot;! (i like your name for it it's fun but can get super addicting,Not Suicide post,welcome quot twittersphere quot like name fun get super addicting
231,@LindseyLobo How did you know?? I LOVE it!,Not Suicide post,know love
232,every day just brings me closer to death i am 21 years old working student i want to kill myself life is unbearable i have no skills not talents and i am absolutely boring person so i spend most of my free time alone i really want to find a girlfriend but i see no way how could i find one when i am useless like this i used to go away from sadness by listening to music but these days i am bored of music and just want to go to sleep and never wake up ,Potential Suicide post ,every day brings closer death 21 years old working student want kill life unbearable skills talents absolutely boring person spend free time alone really want find girlfriend see way could find one useless like used go away sadness listening music days bored music want go sleep never wake
233,"@drrnlvngstn can i have yours? clouds have come in, i fear i may be too late to enjoy the weather",Not Suicide post,clouds come fear may late enjoy weather
234,@chipcoffey That is great to hear!! Thanks Chip!,Not Suicide post,great hear thanks chip
235,RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,Not Suicide post,rt completely devestated fires affecting community one lucky ones animals love life madeâ
236,ah.... 90's pop was so good,Not Suicide post,ah 90 pop good
237,@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,Not Suicide post,leaving laptop home put tweetie get dms gmail new friends always send email addy
238,/thank god for @bre. Slept in and he took Ava to daycare.,Not Suicide post,thank god slept took ava daycare
239,i dont know why i keep trying my home life has always been incredibly toxic and my parents have always been a major contributor to my depression and anxiety i just feel like a worthless individual i dont have a job and i am not doing anything and i have no motivation to even leave the house let alone my bed all my life shit like this has continued to happen to me and sometimes i look at all the pills i have to take and consider just shoving a handful in my mouth and ending it all but most of the time i just lie in my bed and wish i could die without actually having to kill myself because i am a coward i am so tired of hearing that things are gonna get better,Potential Suicide post ,dont know keep trying home life always incredibly toxic parents always major contributor depression anxiety feel like worthless individual dont job anything motivation even leave house let alone bed life shit like continued happen sometimes look pills take consider shoving handful mouth ending time lie bed wish could die without actually kill coward tired hearing things gonna get better
240,Amazing night and great day...I LOVE my Heels!!!,Not Suicide post,amazing night great day love heels
241,"Tired of living life with the fear of not being liked. So for now on, FUCK IT Iâm really livinâ now people!!!!!",Potential Suicide post ,tired living life fear liked fuck iâ really livinâ people
242,jami: probably drunk driver coming onto on-coming traffic,Potential Suicide post ,jami probably drunk driver coming onto coming traffic
243,RT @gracee_chang: Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Potential Suicide post ,rt knowing damn well hate taking 7 30 anyways
244,"I'm out of all my fucking meds bc my family thought it was the best to do since I got sick, tired and slâ¦ https://t.co/6dpLNbb0sh",Potential Suicide post ,fucking meds bc family thought best since got sick tired slâ
245,RT @princessjmee: Never been to war but I get terrible nightmares that wake me up fighting for my life. #thisisus #ptsd,Potential Suicide post ,rt never war get terrible nightmares wake fighting life thisisus ptsd
246,@babydestiny24 What's Twitter? OH!! This is Twitter. Yea... My poor little birdie! No! Here comes the FAIL WHALE!!,Not Suicide post,twitter oh twitter yea poor little birdie comes fail whale
247,"Im gonna fucking die, im tired of investing everything into a person and then have them throw it out. I am not madeâ¦ https://t.co/5hb6Kz74qb",Potential Suicide post ,im gonna fucking die im tired investing everything person throw madeâ
